ENSEMBL_GENE_ID	GENE_SYMBOL	ENTREZ_ID
ENSG00000263932	MIR4448	NA
ENSG00000263934	SNORD3A	NA
ENSG00000263935	TOMM20P3	NA
ENSG00000263938		NA
ENSG00000263946		NA
ENSG00000263955	RN7SL850P	NA
ENSG00000263956	NBPF11	200030
ENSG00000263958		NA
ENSG00000263961	RHEX	440712
ENSG00000263963		NA
ENSG00000263968	RN7SL381P	NA
ENSG00000263969	RN7SL678P	NA
ENSG00000263979	MIR4672	NA
ENSG00000263981	MIR5705	NA
ENSG00000263986		NA
ENSG00000263989	RN7SL615P	NA
ENSG00000263993	RN7SL786P	NA
ENSG00000264004	MIR4717	NA
ENSG00000264006	AKR1C8P	NA
ENSG00000264007		NA
ENSG00000264012		NA
ENSG00000264015		NA
ENSG00000264017	RN7SL336P	NA
ENSG00000264019		NA
ENSG00000264023		NA
ENSG00000264028	RN7SL744P	NA
ENSG00000264029		NA
ENSG00000264031	ABHD15-AS1	NA
ENSG00000264041	RN7SL670P	NA
ENSG00000264044		NA
ENSG00000264049	MIR4737	NA
ENSG00000264050		NA
ENSG00000264057		NA
ENSG00000264058		NA
ENSG00000264063		NA
ENSG00000264066		NA
ENSG00000264070	DND1P1	NA
ENSG00000264078		NA
ENSG00000264083		NA
ENSG00000264084	MIR5688	NA
ENSG00000264090	MIR4666B	NA
ENSG00000264099	MIR4803	NA
ENSG00000264102	MIR4688	NA
ENSG00000264107		NA
ENSG00000264112		NA
ENSG00000264113	RN7SL784P	NA
ENSG00000264116		NA
ENSG00000264125		NA
ENSG00000264128	RN7SL713P	NA
ENSG00000264148		NA
ENSG00000264151		NA
ENSG00000264157	MIR3127	NA
ENSG00000264160	MIR4762	NA
ENSG00000264167		NA
ENSG00000264168	MTND1P15	NA
ENSG00000264169	RN7SL665P	NA
ENSG00000264175	MIR3189	NA
ENSG00000264176	MAGOH2P	NA
ENSG00000264187		NA
ENSG00000264188		NA
ENSG00000264189	AIDAP3	NA
ENSG00000264201	MIR4701	NA
ENSG00000264204	AGAP7P	NA
ENSG00000264210	MIR4716	NA
ENSG00000264211	MIR4492	NA
ENSG00000264215		NA
ENSG00000264229	RNU4ATAC	NA
ENSG00000264230	ANXA8L1	728113
ENSG00000264232	LINC01916	NA
ENSG00000264235		NA
ENSG00000264247	LINC00909	NA
ENSG00000264249	MIR3912	NA
ENSG00000264254		NA
ENSG00000264257	KIR3DP1	NA
ENSG00000264260	LINC01893	NA
ENSG00000264262		NA
ENSG00000264268	MIR4767	NA
ENSG00000264269		NA
ENSG00000264270		NA
ENSG00000264274	MIR4799	NA
ENSG00000264275	RN7SL753P	NA
ENSG00000264278	ZNF236-DT	NA
ENSG00000264279	MIR4786	NA
ENSG00000264281		NA
ENSG00000264290		NA
ENSG00000264292	MIR2467	NA
ENSG00000264293	RN7SL657P	NA
ENSG00000264294	SNORD55	NA
ENSG00000264296		NA
ENSG00000264297	MIR4433B	NA
ENSG00000264301	LINC01444	NA
ENSG00000264311	CCDC58P1	NA
ENSG00000264314	MIR548AT	NA
ENSG00000264315	HNRNPA1P11	NA
ENSG00000264319	MIR4801	NA
ENSG00000264322	RN7SL448P	NA
ENSG00000264324		NA
ENSG00000264334		NA
ENSG00000264340		NA
ENSG00000264343	NOTCH2NLA	388677
ENSG00000264345	LINC01894	NA
ENSG00000264346	SNORA77B	NA
ENSG00000264349	MIR4258	NA
ENSG00000264350	SNRPGP2	NA
ENSG00000264354	MIR3134	NA
ENSG00000264357	MIR4648	NA
ENSG00000264358	MIR3122	NA
ENSG00000264364	DYNLL2	140735
ENSG00000264373		NA
ENSG00000264377	MIR4671	NA
ENSG00000264379		NA
ENSG00000264384	RN7SL431P	NA
ENSG00000264386	MIR4513	NA
ENSG00000264390	MIR4465	NA
ENSG00000264395	MIR3193	NA
ENSG00000264402	MIR548AL	NA
ENSG00000264404	LINC02675	NA
ENSG00000264408	MIR4470	NA
ENSG00000264419	MIR548AC	NA
ENSG00000264424	MYH4	4622
ENSG00000264425	MIR4653	NA
ENSG00000264429	MIR3183	NA
ENSG00000264435		NA
ENSG00000264443	NCMAP-DT	NA
ENSG00000264448	MIR378D2HG	NA
ENSG00000264451		NA
ENSG00000264456		NA
ENSG00000264462	MIR3648-2	NA
ENSG00000264464	LINC02837	NA
ENSG00000264468	MIR4520-1	NA
ENSG00000264470	MIR4794	NA
ENSG00000264475		NA
ENSG00000264480	MIR4714	NA
ENSG00000264483	MIR5008	NA
ENSG00000264488		NA
ENSG00000264491		NA
ENSG00000264500	MIR3124	NA
ENSG00000264501	RN7SL731P	NA
ENSG00000264513		NA
ENSG00000264514		NA
ENSG00000264515		NA
ENSG00000264519	RN7SL596P	NA
ENSG00000264520		NA
ENSG00000264522	OTUD7B	56957
ENSG00000264529		NA
ENSG00000264530	RN7SL25P	NA
ENSG00000264536	MIR5706	NA
ENSG00000264538	SUZ12P1	NA
ENSG00000264539	MIR548AR	NA
ENSG00000264545		NA
ENSG00000264546		NA
ENSG00000264548		NA
ENSG00000264549	SNORD95	NA
ENSG00000264558		NA
ENSG00000264559	MIR3162	NA
ENSG00000264563	MIR4633	NA
ENSG00000264569	DCXR-DT	NA
ENSG00000264570	SNX19P3	NA
ENSG00000264572	MIR4296	NA
ENSG00000264575	LINC00526	NA
ENSG00000264577		NA
ENSG00000264578		NA
ENSG00000264580	MIR5692B	NA
ENSG00000264582	RN7SL326P	NA
ENSG00000264585	MIR4449	NA
ENSG00000264587		NA
ENSG00000264589	MAPT-AS1	NA
ENSG00000264596		NA
ENSG00000264607	MIR3173	NA
ENSG00000264610	MIR4685	NA
ENSG00000264613	RN7SL290P	NA
ENSG00000264614	MIR5588	NA
ENSG00000264616	MIR4755	NA
ENSG00000264617		NA
ENSG00000264618	RN7SL732P	NA
ENSG00000264623	MIR4796	NA
ENSG00000264633	MIR4271	NA
ENSG00000264634		NA
ENSG00000264635		NA
ENSG00000264644	KRT18P8	NA
ENSG00000264647		NA
ENSG00000264653	MIR5194	NA
ENSG00000264655	PPIAP54	NA
ENSG00000264661	MIR3200	NA
ENSG00000264663	KRT8P34	NA
ENSG00000264666		NA
ENSG00000264668		NA
ENSG00000264672	SEPTIN4-AS1	NA
ENSG00000264673		NA
ENSG00000264675	MIR4285	NA
ENSG00000264676	RN7SL204P	NA
ENSG00000264678	MIR3140	NA
ENSG00000264698	MIR4255	NA
ENSG00000264701		NA
ENSG00000264706	RN7SL217P	NA
ENSG00000264707	L3MBTL4-AS1	NA
ENSG00000264712	MIR4504	NA
ENSG00000264714	KIAA0895LP1	NA
ENSG00000264720	MIR3117	NA
ENSG00000264727		NA
ENSG00000264729		NA
ENSG00000264732	MIR4638	NA
ENSG00000264736	BDP1P	NA
ENSG00000264737	MIR4511	NA
ENSG00000264741	MIR4505	NA
ENSG00000264743	DPRXP4	NA
ENSG00000264745	TTC39C-AS1	NA
ENSG00000264747	MIR3924	NA
ENSG00000264754		NA
ENSG00000264755	MIR3131	NA
ENSG00000264757	MIR3198-1	NA
ENSG00000264763	MIR4295	NA
ENSG00000264764	MIR4772	NA
ENSG00000264765		NA
ENSG00000264767	RN7SL237P	NA
ENSG00000264769		NA
ENSG00000264772		NA
ENSG00000264785		NA
ENSG00000264790		NA
ENSG00000264791		NA
ENSG00000264792	MIR4637	NA
ENSG00000264796	MIR5009	NA
ENSG00000264801	ERVFRD-3	NA
ENSG00000264802	MIR5191	NA
ENSG00000264808		NA
ENSG00000264809		NA
ENSG00000264810	MIR4441	NA
ENSG00000264812		NA
ENSG00000264813		NA
ENSG00000264814	MIR1273C	NA
ENSG00000264825		NA
ENSG00000264834		NA
ENSG00000264853		NA
ENSG00000264857	MIR5696	NA
ENSG00000264859	DSG2-AS1	NA
ENSG00000264860		NA
ENSG00000264862	RN7SL45P	NA
ENSG00000264864	MIR3613	NA
ENSG00000264869		NA
ENSG00000264880		NA
ENSG00000264881		NA
ENSG00000264895		NA
ENSG00000264910	RN7SL525P	NA
ENSG00000264911		NA
ENSG00000264916	RN7SL230P	NA
ENSG00000264920		NA
ENSG00000264931	MIR3138	NA
ENSG00000264937		NA
ENSG00000264940	SNORD3C	NA
ENSG00000264941	MIR4474	NA
ENSG00000264943	SH3GL1P2	NA
ENSG00000264947	MIR3181	NA
ENSG00000264958	ALOX12P1	NA
ENSG00000264961	MIR4730	NA
ENSG00000264964		NA
ENSG00000264966	MIR5094	NA
ENSG00000264968		NA
ENSG00000264974	MIR4789	NA
ENSG00000264975	MIR4431	NA
ENSG00000264978	RN7SL630P	NA
ENSG00000264982		NA
ENSG00000264985		NA
ENSG00000264986	MIR5092	NA
ENSG00000264994	SNORD92	NA
ENSG00000264997		NA
ENSG00000264999	MIR5089	NA
ENSG00000265000	MARCHF10-DT	NA
ENSG00000265008		NA
ENSG00000265010		NA
ENSG00000265018	AGAP12P	NA
ENSG00000265038	PMM2P1	NA
ENSG00000265043		NA
ENSG00000265046		NA
ENSG00000265055		NA
ENSG00000265056	MIR548S	NA
ENSG00000265057	MIR4765	NA
ENSG00000265060	PPY2P	NA
ENSG00000265064	MIR4692	NA
ENSG00000265069		NA
ENSG00000265073		NA
ENSG00000265075	MIR3622B	NA
ENSG00000265078	RN7SL664P	NA
ENSG00000265083	MIR3691	NA
ENSG00000265089	MIR4655	NA
ENSG00000265091		NA
ENSG00000265093	RN7SL246P	NA
ENSG00000265094		NA
ENSG00000265095	FTLP12	NA
ENSG00000265097	RBM22P1	NA
ENSG00000265100		NA
ENSG00000265102	MIR3942	NA
ENSG00000265107	GJA5	2702
ENSG00000265110	MIR4731	NA
ENSG00000265112	MIR3153	NA
ENSG00000265113		NA
ENSG00000265118		NA
ENSG00000265121		NA
ENSG00000265123	RN7SL200P	NA
ENSG00000265125		NA
ENSG00000265134	MIR3190	NA
ENSG00000265135	MIR5687	NA
ENSG00000265136		NA
ENSG00000265137	MIR3192	NA
ENSG00000265139		NA
ENSG00000265141	RN7SL451P	NA
ENSG00000265142	MIR133A1HG	NA
ENSG00000265144	MIR548AM	NA
ENSG00000265145	SNORD53	NA
ENSG00000265148	TSPOAP1-AS1	NA
ENSG00000265158	LRRC37A7P	NA
ENSG00000265160	MIR5003	NA
ENSG00000265165	MIR4307	NA
ENSG00000265168		NA
ENSG00000265176	MIR3202-1	NA
ENSG00000265178	MIR4728	NA
ENSG00000265182	SRP72P1	NA
ENSG00000265185	SNORD3B-1	NA
ENSG00000265188		NA
ENSG00000265190	ANXA8	653145
ENSG00000265194		NA
ENSG00000265195	MIR4312	NA
ENSG00000265201	MIR4677	NA
ENSG00000265203	RBP3	5949
ENSG00000265205		NA
ENSG00000265206		NA
ENSG00000265213	MIR3684	NA
ENSG00000265218		NA
ENSG00000265222		NA
ENSG00000265233		NA
ENSG00000265236	SNORD84	NA
ENSG00000265241	RBM8A	9939
ENSG00000265243	IGLJCOR18	NA
ENSG00000265246		NA
ENSG00000265252	MIR3132	NA
ENSG00000265253	MIR4446	NA
ENSG00000265254		NA
ENSG00000265257		NA
ENSG00000265258	MIR4686	NA
ENSG00000265260	RN7SL74P	NA
ENSG00000265261		NA
ENSG00000265272	RN7SL693P	NA
ENSG00000265273	PGDP1	NA
ENSG00000265282		NA
ENSG00000265287		NA
ENSG00000265291	MIR4710	NA
ENSG00000265298		NA
ENSG00000265303		NA
ENSG00000265313	LINC01476	NA
ENSG00000265316		NA
ENSG00000265319	RN7SL847P	NA
ENSG00000265321	MIR4263	NA
ENSG00000265333	MIR3137	NA
ENSG00000265337		NA
ENSG00000265340	OR4K7P	NA
ENSG00000265342		NA
ENSG00000265345	MIR5188	NA
ENSG00000265349		NA
ENSG00000265354	TIMM23	100287932
ENSG00000265355	MIR3136	NA
ENSG00000265356		NA
ENSG00000265359		NA
ENSG00000265366	GLUD1P2	NA
ENSG00000265369	PCAT18	NA
ENSG00000265370	MIR4682	NA
ENSG00000265374	LINC01908	NA
ENSG00000265380		NA
ENSG00000265386	RN7SL219P	NA
ENSG00000265390	MIR4999	NA
ENSG00000265393		NA
ENSG00000265395	MIR3944	NA
ENSG00000265396	MIR3128	NA
ENSG00000265399		NA
ENSG00000265400		NA
ENSG00000265401		NA
ENSG00000265407	MIR4324	NA
ENSG00000265408		NA
ENSG00000265413		NA
ENSG00000265417		NA
ENSG00000265420	MIR4779	NA
ENSG00000265421		NA
ENSG00000265422	MIR4684	NA
ENSG00000265425		NA
ENSG00000265428		NA
ENSG00000265429	MIR4782	NA
ENSG00000265432	MIR4308	NA
ENSG00000265435	MIR3121	NA
ENSG00000265442	MIR3941	NA
ENSG00000265444	MIR4733	NA
ENSG00000265451		NA
ENSG00000265452	MIR3682	NA
ENSG00000265458		NA
ENSG00000265460		NA
ENSG00000265462	MIR3680-1	NA
ENSG00000265465	MIR4768	NA
ENSG00000265470	MIR548AQ	NA
ENSG00000265474		NA
ENSG00000265477		NA
ENSG00000265478		NA
ENSG00000265479	DTX2P1-UPK3BP1-PMS2P11	NA
ENSG00000265480	KRT18P55	NA
ENSG00000265485	LINC01915	NA
ENSG00000265489		NA
ENSG00000265491	RNF115	27246
ENSG00000265494		NA
ENSG00000265496		NA
ENSG00000265499	MIR3156-2	NA
ENSG00000265511		NA
ENSG00000265514	LINC01892	NA
ENSG00000265520	MIR548V	NA
ENSG00000265521	MIR5697	NA
ENSG00000265526	MIR4304	NA
ENSG00000265527	MIR5690	NA
ENSG00000265531	FCGR1CP	NA
ENSG00000265533		NA
ENSG00000265538	MIR4421	NA
ENSG00000265539	MIR3164	NA
ENSG00000265542		NA
ENSG00000265552		NA
ENSG00000265555	LINC01903	NA
ENSG00000265558	MIR3918	NA
ENSG00000265559	RN7SL652P	NA
ENSG00000265565	MIR3143	NA
ENSG00000265566	RN7SL605P	NA
ENSG00000265574	WDR45BP1	NA
ENSG00000265579		NA
ENSG00000265584	MIR3978	NA
ENSG00000265590	CFAP298-TCP10L	110091775
ENSG00000265595	MIR4756	NA
ENSG00000265618		NA
ENSG00000265623	MIR3139	NA
ENSG00000265625		NA
ENSG00000265630		NA
ENSG00000265641	MIR3929	NA
ENSG00000265656		NA
ENSG00000265660	MIR4664	NA
ENSG00000265666	RARA-AS1	NA
ENSG00000265670		NA
ENSG00000265675	RN7SL708P	NA
ENSG00000265681	RPL17	6139
ENSG00000265682	MIR4267	NA
ENSG00000265683	SYPL1P2	NA
ENSG00000265684	RN7SL378P	NA
ENSG00000265688	MAFG-DT	NA
ENSG00000265690		NA
ENSG00000265692	LINC01970	NA
ENSG00000265693		NA
ENSG00000265694	MIR4774	NA
ENSG00000265697		NA
ENSG00000265702		NA
ENSG00000265706	SNORD53B	NA
ENSG00000265712		NA
ENSG00000265713		NA
ENSG00000265725	MIR3144	NA
ENSG00000265727	RN7SL648P	NA
ENSG00000265728		NA
ENSG00000265733	SNORA74C-1	NA
ENSG00000265735	RN7SL5P	NA
ENSG00000265737		NA
ENSG00000265743		NA
ENSG00000265744	MIR4427	NA
ENSG00000265745	RN7SL375P	NA
ENSG00000265746	KYNUP2	NA
ENSG00000265749		NA
ENSG00000265750		NA
ENSG00000265751		NA
ENSG00000265752		NA
ENSG00000265753	RN7SL444P	NA
ENSG00000265758	LINC01900	NA
ENSG00000265763	ZNF488	118738
ENSG00000265766	CXADRP3	NA
ENSG00000265768	MIR4506	NA
ENSG00000265778		NA
ENSG00000265784		NA
ENSG00000265786	LINC01906	NA
ENSG00000265787	CYP4F35P	NA
ENSG00000265788	NOS2P1	NA
ENSG00000265790	RNASEH1P1	NA
ENSG00000265791		NA
ENSG00000265794		NA
ENSG00000265798		NA
ENSG00000265799		NA
ENSG00000265800		NA
ENSG00000265801		NA
ENSG00000265802	RN7SL49P	NA
ENSG00000265806	MIR4292	NA
ENSG00000265808	SEC22B	9554
ENSG00000265813	RN7SL300P	NA
ENSG00000265815		NA
ENSG00000265817	FSBP	100861412
ENSG00000265818	EEF1E1-BLOC1S5	NA
ENSG00000265820	MIR3177	NA
ENSG00000265828	MIR3939	NA
ENSG00000265840		NA
ENSG00000265843	LINC01029	NA
ENSG00000265845		NA
ENSG00000265850	MIR4797	NA
ENSG00000265855	MIR4514	NA
ENSG00000265859	MIR5704	NA
ENSG00000265871	MIR3174	NA
ENSG00000265874	MIR4489	NA
ENSG00000265879	MIR4748	NA
ENSG00000265888	DSCAS	NA
ENSG00000265902	MIR4696	NA
ENSG00000265907		NA
ENSG00000265912		NA
ENSG00000265916		NA
ENSG00000265917	MIR3685	NA
ENSG00000265919	MIR4280	NA
ENSG00000265929	MIR5195	NA
ENSG00000265932	MIR3146	NA
ENSG00000265933	LINC00668	NA
ENSG00000265934	ARL2BPP1	NA
ENSG00000265936		NA
ENSG00000265939	UBE2CP2	NA
ENSG00000265942	RN7SL577P	NA
ENSG00000265943		NA
ENSG00000265944	LINC01387	NA
ENSG00000265948		NA
ENSG00000265954	MIR4749	NA
ENSG00000265956	MIR4445	NA
ENSG00000265961		NA
ENSG00000265962	GACAT2	NA
ENSG00000265965	MIR4266	NA
ENSG00000265967		NA
ENSG00000265971		NA
ENSG00000265972	TXNIP	10628
ENSG00000265973		NA
ENSG00000265976	MIR4725	NA
ENSG00000265981	MIR544B	NA
ENSG00000265982		NA
ENSG00000265984		NA
ENSG00000265986	MIR4735	NA
ENSG00000265991	MIR4519	NA
ENSG00000265994		NA
ENSG00000265996	MIR3671	NA
ENSG00000266003		NA
ENSG00000266006	MIR4488	NA
ENSG00000266010	GATA6-AS1	NA
ENSG00000266012	MIR4764	NA
ENSG00000266017	MIR4477B	NA
ENSG00000266019	MIR3609	NA
ENSG00000266028	SRGAP2	23380
ENSG00000266036		NA
ENSG00000266038	MIR4659A	NA
ENSG00000266041	MIR4690	NA
ENSG00000266043	MIR3649	NA
ENSG00000266053	NDUFV2-AS1	NA
ENSG00000266063	MIR4771-2	NA
ENSG00000266065		NA
ENSG00000266066	POLRMTP1	NA
ENSG00000266072	MIR5693	NA
ENSG00000266074	BAHCC1	57597
ENSG00000266075	RN7SL574P	NA
ENSG00000266076		NA
ENSG00000266086		NA
ENSG00000266088		NA
ENSG00000266094	RASSF5	83593
ENSG00000266097	MIR5192	NA
ENSG00000266101		NA
ENSG00000266104	MIR4326	NA
ENSG00000266106		NA
ENSG00000266107	MIR4525	NA
ENSG00000266109	MIR4440	NA
ENSG00000266111		NA
ENSG00000266117	FBXO36P1	NA
ENSG00000266124	MIR5587	NA
ENSG00000266126		NA
ENSG00000266139	MIR4435-2	NA
ENSG00000266144	MIR4654	NA
ENSG00000266145	RHOT1P1	NA
ENSG00000266149		NA
ENSG00000266151	MIR3646	NA
ENSG00000266155		NA
ENSG00000266160	RN7SL612P	NA
ENSG00000266162	YWHAEP2	NA
ENSG00000266171		NA
ENSG00000266173	STRADA	92335
ENSG00000266174	MIR4666A	NA
ENSG00000266184		NA
ENSG00000266185	RN7SL804P	NA
ENSG00000266187	RN7SL480P	NA
ENSG00000266190		NA
ENSG00000266192	MIR1260B	NA
ENSG00000266200	PNLIPRP2	5408
ENSG00000266202		NA
ENSG00000266203	MIR5585	NA
ENSG00000266208		NA
ENSG00000266210	RN7SL371P	NA
ENSG00000266213		NA
ENSG00000266215	MIR3167	NA
ENSG00000266222		NA
ENSG00000266227	NPM1P2	NA
ENSG00000266228	MIR3611	NA
ENSG00000266232	MIR3178	NA
ENSG00000266235	MIR3176	NA
ENSG00000266236	NARF-IT1	NA
ENSG00000266237		NA
ENSG00000266240	MIR5091	NA
ENSG00000266245	MIR4644	NA
ENSG00000266256	LINC00683	NA
ENSG00000266258	LINC01909	NA
ENSG00000266261		NA
ENSG00000266265	KLF14	136259
ENSG00000266268		NA
ENSG00000266270		NA
ENSG00000266274	RN7SL138P	NA
ENSG00000266276	MIR4743	NA
ENSG00000266278	LINC01910	NA
ENSG00000266282	UBL5P2	NA
ENSG00000266289		NA
ENSG00000266290		NA
ENSG00000266296	ARIH2P1	NA
ENSG00000266297	MIR744	NA
ENSG00000266302		NA
ENSG00000266304	LIVAR	NA
ENSG00000266306		NA
ENSG00000266308	RN7SL510P	NA
ENSG00000266312	LINC01927	NA
ENSG00000266313		NA
ENSG00000266315	MIR4668	NA
ENSG00000266317	RN7SL703P	NA
ENSG00000266320	MIR3909	NA
ENSG00000266329	MIR4281	NA
ENSG00000266338	NBPF15	284565
ENSG00000266341		NA
ENSG00000266356		NA
ENSG00000266357	LINC02074	NA
ENSG00000266368		NA
ENSG00000266370	MIR3657	NA
ENSG00000266371		NA
ENSG00000266373		NA
ENSG00000266378		NA
ENSG00000266379		NA
ENSG00000266385		NA
ENSG00000266397		NA
ENSG00000266401		NA
ENSG00000266402	SNHG25	NA
ENSG00000266405		NA
ENSG00000266407	MIR3157	NA
ENSG00000266412	NCOA4	8031
ENSG00000266420	RN7SL118P	NA
ENSG00000266423	MIR3163	NA
ENSG00000266437	MIR4746	NA
ENSG00000266439	RN7SL493P	NA
ENSG00000266441		NA
ENSG00000266446		NA
ENSG00000266450		NA
ENSG00000266456		NA
ENSG00000266458	MIR4259	NA
ENSG00000266467	RN7SL220P	NA
ENSG00000266469		NA
ENSG00000266472	MRPS21	54460
ENSG00000266473		NA
ENSG00000266479		NA
ENSG00000266489		NA
ENSG00000266490		NA
ENSG00000266494	MIR4641	NA
ENSG00000266495		NA
ENSG00000266497	RDM1P2	NA
ENSG00000266498		NA
ENSG00000266501		NA
ENSG00000266504	RDM1P1	NA
ENSG00000266507	MIR4479	NA
ENSG00000266509	MIR3934	NA
ENSG00000266513		NA
ENSG00000266521		NA
ENSG00000266524	GDF10	2662
ENSG00000266529	MTCYBP13	NA
ENSG00000266533	MIR3619	NA
ENSG00000266537	SPDYE22P	NA
ENSG00000266538		NA
ENSG00000266549		NA
ENSG00000266554	LINC01443	NA
ENSG00000266555	MIR3145	NA
ENSG00000266569	RN7SL377P	NA
ENSG00000266573		NA
ENSG00000266575	BOLA2P1	NA
ENSG00000266578		NA
ENSG00000266579		NA
ENSG00000266580	MIR4254	NA
ENSG00000266588		NA
ENSG00000266589	MIR4512	NA
ENSG00000266593	MIR4713	NA
ENSG00000266594	MIR4766	NA
ENSG00000266598		NA
ENSG00000266599		NA
ENSG00000266601		NA
ENSG00000266602		NA
ENSG00000266604	LINC01887	NA
ENSG00000266610	RN7SL176P	NA
ENSG00000266614		NA
ENSG00000266617	MIR3692	NA
ENSG00000266618	MIR4742	NA
ENSG00000266619	MIR4642	NA
ENSG00000266627	RN7SL202P	NA
ENSG00000266640	MIR4754	NA
ENSG00000266642		NA
ENSG00000266643	MIR3677	NA
ENSG00000266644		NA
ENSG00000266648	SETP3	NA
ENSG00000266651		NA
ENSG00000266666	MIR4325	NA
ENSG00000266667		NA
ENSG00000266668	MIR5692C2	NA
ENSG00000266677		NA
ENSG00000266680		NA
ENSG00000266704	MIR4498	NA
ENSG00000266708		NA
ENSG00000266709		NA
ENSG00000266710	RN7SL48P	NA
ENSG00000266712	MIR3149	NA
ENSG00000266714	MYO15B	80022
ENSG00000266717		NA
ENSG00000266718		NA
ENSG00000266719	MIR4676	NA
ENSG00000266728		NA
ENSG00000266729	DSG1-AS1	NA
ENSG00000266733	TBC1D29P	26083
ENSG00000266738	MIR4757	NA
ENSG00000266744		NA
ENSG00000266750	MIR4645	NA
ENSG00000266751	MIR3661	NA
ENSG00000266758	MIR3680-2	NA
ENSG00000266761	MIR3194	NA
ENSG00000266765		NA
ENSG00000266776	MIR4646	NA
ENSG00000266777	SH3GL1P1	NA
ENSG00000266780	MIR4444-2	NA
ENSG00000266783		NA
ENSG00000266786	LGALS9DP	NA
ENSG00000266801		NA
ENSG00000266805		NA
ENSG00000266820	KPNA2P3	NA
ENSG00000266821		NA
ENSG00000266824		NA
ENSG00000266830		NA
ENSG00000266835	GAPLINC	NA
ENSG00000266839		NA
ENSG00000266844		NA
ENSG00000266850		NA
ENSG00000266852	MIR4482	NA
ENSG00000266853	ITM2BP1	NA
ENSG00000266855	MIR3910-1	NA
ENSG00000266863	RN7SL123P	NA
ENSG00000266865		NA
ENSG00000266872		NA
ENSG00000266875	RN7SL408P	NA
ENSG00000266876		NA
ENSG00000266877		NA
ENSG00000266890	MIR4634	NA
ENSG00000266893		NA
ENSG00000266896		NA
ENSG00000266897		NA
ENSG00000266900		NA
ENSG00000266903		NA
ENSG00000266904	LINC00663	NA
ENSG00000266905		NA
ENSG00000266907		NA
ENSG00000266908		NA
ENSG00000266910		NA
ENSG00000266913	LINC01841	NA
ENSG00000266916	ZNF793-AS1	NA
ENSG00000266918		NA
ENSG00000266919		NA
ENSG00000266920	ACTBP9	NA
ENSG00000266921		NA
ENSG00000266922		NA
ENSG00000266923		NA
ENSG00000266928		NA
ENSG00000266929		NA
ENSG00000266931		NA
ENSG00000266932		NA
ENSG00000266933		NA
ENSG00000266934		NA
ENSG00000266938		NA
ENSG00000266946	MRPL37P1	NA
ENSG00000266947		NA
ENSG00000266952	LINC01538	NA
ENSG00000266953		NA
ENSG00000266954		NA
ENSG00000266957		NA
ENSG00000266959		NA
ENSG00000266962		NA
ENSG00000266963		NA
ENSG00000266964	FXYD1	5348
ENSG00000266965		NA
ENSG00000266967	AARSD1	80755
ENSG00000266968		NA
ENSG00000266969		NA
ENSG00000266970		NA
ENSG00000266973		NA
ENSG00000266976		NA
ENSG00000266978		NA
ENSG00000266980		NA
ENSG00000266983		NA
ENSG00000266984	POLR3GP2	NA
ENSG00000266985		NA
ENSG00000266987		NA
ENSG00000266992	DHX40P1	NA
ENSG00000266993		NA
ENSG00000266994		NA
ENSG00000266997		NA
ENSG00000266998		NA
ENSG00000267000		NA
ENSG00000267001		NA
ENSG00000267002		NA
ENSG00000267004		NA
ENSG00000267006		NA
ENSG00000267007		NA
ENSG00000267009		NA
ENSG00000267011		NA
ENSG00000267013	LINC01929	NA
ENSG00000267014	LINC01532	NA
ENSG00000267015		NA
ENSG00000267016		NA
ENSG00000267019	NTF6A	NA
ENSG00000267022		NA
ENSG00000267023	LRRC37A16P	NA
ENSG00000267024		NA
ENSG00000267030		NA
ENSG00000267032		NA
ENSG00000267034		NA
ENSG00000267035		NA
ENSG00000267040		NA
ENSG00000267041	ZNF850	342892
ENSG00000267042		NA
ENSG00000267047		NA
ENSG00000267048		NA
ENSG00000267052		NA
ENSG00000267053		NA
ENSG00000267055		NA
ENSG00000267056		NA
ENSG00000267057	LINC01905	NA
ENSG00000267058		NA
ENSG00000267059		NA
ENSG00000267060	PTGES3L	100885848
ENSG00000267062		NA
ENSG00000267064	UXT-AS1	NA
ENSG00000267065	LINC02080	NA
ENSG00000267066		NA
ENSG00000267069		NA
ENSG00000267072	NAGPA-AS1	NA
ENSG00000267073		NA
ENSG00000267074		NA
ENSG00000267076	CCDC58P3	NA
ENSG00000267077		NA
ENSG00000267078		NA
ENSG00000267079		NA
ENSG00000267080	ASB16-AS1	NA
ENSG00000267082		NA
ENSG00000267083	KRT18P61	NA
ENSG00000267084		NA
ENSG00000267088		NA
ENSG00000267090		NA
ENSG00000267091	CTBP2P7	NA
ENSG00000267092		NA
ENSG00000267095		NA
ENSG00000267096		NA
ENSG00000267098		NA
ENSG00000267099	NTF6G	NA
ENSG00000267100	ILF3-DT	NA
ENSG00000267102		NA
ENSG00000267104	TBC1D3P1-DHX40P1	NA
ENSG00000267105		NA
ENSG00000267106	ZNF561-AS1	NA
ENSG00000267107	PCAT19	NA
ENSG00000267108		NA
ENSG00000267110		NA
ENSG00000267112		NA
ENSG00000267113		NA
ENSG00000267114		NA
ENSG00000267115		NA
ENSG00000267119	RPL10P15	NA
ENSG00000267120		NA
ENSG00000267121		NA
ENSG00000267122		NA
ENSG00000267123	SCAT1	NA
ENSG00000267127		NA
ENSG00000267128	RNF157-AS1	NA
ENSG00000267130		NA
ENSG00000267133		NA
ENSG00000267134	LINC01924	NA
